STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,EMXP,Missing,Consecutive Missing,MXSD,Missing,Consecutive Missing,TPCP,Missing,Consecutive Missing,TSNW,Missing,Consecutive Missing
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20100501,338,0,0,-9999,0,0,432,0,0,0,23,22
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20100601,340,0,0,-9999,0,0,1214,0,0,0,22,13
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20100701,467,0,0,-9999,0,0,1717,0,0,0,17,4
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20100801,183,0,0,-9999,0,0,231,0,0,0,16,6
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20100901,74,0,0,-9999,0,0,115,0,0,0,17,5
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20101001,302,0,0,-9999,0,0,361,0,0,0,14,3
GHCND:US1KYFY0014,LEXINGTON 1.7 SW KY US,304.5,38.0164,-84.5193,20101101,41,0,0,-9999,0,0,64,0,0,0,6,3
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20071001,0,0,0,-9999,0,0,0,0,0,0,27,27
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20071101,155,0,0,-9999,0,0,533,0,0,0,1,1
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20071201,432,0,0,-9999,0,0,1095,0,0,3,8,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080101,335,0,0,53,18,11,1156,0,0,78,0,0
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080201,427,0,0,25,21,11,1674,0,0,63,2,2
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080301,363,0,0,114,7,7,1663,0,0,114,7,3
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080401,932,0,0,-9999,0,0,1427,0,0,0,1,1
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080501,328,0,0,-9999,0,0,1227,0,0,0,5,3
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080601,239,0,0,-9999,0,0,910,0,0,0,4,2
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080701,429,0,0,-9999,0,0,1189,0,0,0,2,2
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080801,389,0,0,-9999,0,0,506,0,0,0,4,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20080901,91,0,0,-9999,0,0,230,0,0,0,11,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20081001,188,0,0,-9999,0,0,264,0,0,0,9,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20081101,208,0,0,5,20,20,667,0,0,5,8,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20081201,480,0,0,-9999,0,0,1390,0,0,28,15,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090101,709,0,0,64,18,11,1350,0,0,99,9,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090201,208,0,0,64,5,2,320,0,0,0,16,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090301,262,0,0,38,12,12,599,0,0,38,11,3
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090401,307,0,0,-9999,0,0,728,0,0,0,13,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090501,284,0,0,-9999,0,0,996,0,0,0,23,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090601,310,0,0,-9999,0,0,1243,0,0,0,16,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090701,485,0,0,-9999,0,0,1979,0,0,0,18,8
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090801,371,0,0,-9999,0,0,945,0,0,0,20,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20090901,853,0,0,-9999,0,0,1679,0,0,0,23,15
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20091001,300,0,0,-9999,0,0,852,0,0,0,23,13
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20091101,69,0,0,-9999,0,0,153,0,0,0,12,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20091201,478,0,0,25,23,9,1038,0,0,25,18,8
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100101,124,0,0,102,10,4,339,0,0,140,22,12
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100201,109,0,0,-9999,0,0,109,0,0,-9999,0,0
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100301,66,0,0,-9999,0,0,102,0,0,0,28,26
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100401,241,0,0,-9999,0,0,978,0,0,0,13,6
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100501,1227,0,0,-9999,0,0,2552,0,0,0,20,10
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100601,414,0,0,-9999,0,0,713,0,0,0,26,12
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100701,630,0,0,-9999,0,0,2089,0,0,0,18,11
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100801,203,0,0,-9999,0,0,346,0,0,0,13,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20100901,69,0,0,-9999,0,0,106,0,0,0,21,15
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20101001,284,0,0,-9999,0,0,348,0,0,0,14,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20101101,259,0,0,-9999,0,0,326,0,0,0,21,7
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20101201,157,0,0,102,2,2,258,0,0,267,15,8
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110101,160,0,0,-9999,0,0,313,0,0,178,16,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110201,290,0,0,-9999,0,0,290,0,0,0,18,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110301,76,0,0,-9999,0,0,145,0,0,0,21,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110401,505,0,0,-9999,0,0,1931,0,0,0,27,14
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110501,627,0,0,-9999,0,0,1349,0,0,0,7,4
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110601,254,0,0,-9999,0,0,627,0,0,0,4,2
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110701,373,0,0,-9999,0,0,589,0,0,-9999,0,0
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110801,483,0,0,-9999,0,0,1140,0,0,0,19,8
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20110901,551,0,0,-9999,0,0,1430,0,0,0,11,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20111001,208,0,0,-9999,0,0,218,0,0,0,10,5
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20111101,188,0,0,-9999,0,0,330,0,0,-9999,0,0
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20111201,251,0,0,-9999,0,0,518,0,0,0,9,7
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20120101,221,0,0,-9999,0,0,259,0,0,0,30,30
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20120301,188,0,0,-9999,0,0,188,0,0,0,12,9
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20120701,241,0,0,-9999,0,0,884,0,0,0,27,22
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20120901,564,0,0,-9999,0,0,844,0,0,0,28,24
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20121001,114,0,0,-9999,0,0,302,0,0,0,17,11
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20121101,8,0,0,-9999,0,0,8,0,0,-9999,0,0
GHCND:US1KYFY0001,LEXINGTON 4.9 SW KY US,289.9,37.9843,-84.5097,20121201,246,0,0,-9999,0,0,246,0,0,-9999,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000101,521,0,0,25,4,3,866,0,0,72,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000201,653,0,0,0,0,0,1223,0,0,8,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000301,401,0,0,0,0,0,989,0,0,5,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000401,290,0,0,0,0,0,1150,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000501,165,0,0,0,0,0,760,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000601,417,0,0,0,0,0,972,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000701,254,0,0,0,0,0,853,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000801,305,0,0,0,0,0,890,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20000901,335,0,0,0,0,0,1351,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20001001,74,0,0,0,0,0,187,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20001101,193,0,0,0,0,0,508,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20001201,658,0,0,76,0,0,954,0,0,149,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010101,114,0,0,102,3,3,343,0,0,107,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010201,203,0,0,0,0,0,905,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010301,292,0,0,0,0,0,832,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010401,107,0,0,0,0,0,292,0,0,8,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010501,513,0,0,0,0,0,1524,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010601,145,0,0,0,0,0,656,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010701,348,0,0,0,0,0,1472,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010801,376,0,0,0,0,0,747,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20010901,343,0,0,0,0,0,624,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20011001,244,0,0,0,0,0,943,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20011101,251,0,0,0,0,0,838,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20011201,140,0,0,0,0,0,736,0,0,8,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20020101,236,0,0,102,0,0,606,0,0,198,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20020201,119,0,0,0,0,0,348,0,0,16,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20020301,572,0,0,0,1,1,1925,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20020401,414,0,0,0,0,0,1340,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,294.1,38.04083,-84.60583,20020501,282,0,0,0,0,0,1089,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20020601,211,0,0,0,0,0,684,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20020701,163,0,0,0,0,0,446,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20020801,155,0,0,0,0,0,742,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20020901,434,0,0,0,0,0,1382,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20021001,521,0,0,0,0,0,1659,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20021101,632,0,0,0,0,0,1267,0,0,25,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20021201,376,0,0,76,0,0,1037,0,0,109,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030101,112,0,0,51,0,0,244,0,0,161,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030201,437,0,0,76,0,0,1233,0,0,211,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030301,185,0,0,0,0,0,618,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030401,320,0,0,0,0,0,1042,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030501,470,0,0,0,0,0,2122,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030601,432,0,0,0,0,0,1627,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030701,323,0,0,0,0,0,1291,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030801,361,0,0,0,0,0,1151,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20030901,437,0,0,0,0,0,1288,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20031001,208,0,0,0,0,0,444,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20031101,523,0,0,0,0,0,1504,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20031201,188,0,0,51,0,0,998,0,0,99,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040101,254,0,0,76,0,0,844,0,0,119,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040201,173,0,0,0,0,0,379,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040301,480,0,0,0,0,0,1096,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040401,221,0,0,0,0,0,947,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040501,853,0,0,0,0,0,2770,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040601,287,0,0,0,0,0,1284,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040701,805,0,0,0,0,0,2206,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040801,264,0,0,0,0,0,1031,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20040901,442,0,0,0,0,0,818,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20041001,625,0,0,0,0,0,1770,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20041101,386,0,0,0,0,0,1859,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20041201,211,0,0,0,0,0,861,0,0,8,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20050101,201,0,0,25,0,0,1085,0,0,59,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20050201,119,0,0,0,0,0,568,0,0,10,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20050301,340,0,0,25,0,0,887,0,0,71,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20050401,206,0,0,0,0,0,882,0,0,0,0,0
GHCND:USW00093820,LEXINGTON BLUEGRASS AIRPORT KY US,298.7,38.04083,-84.60583,20050501,404,0,0,0,0,0,671,0,0,0,0,0
